"ID","transponder","sex"
"B4X8143","4B10000000008001",2
"B4X8144","8B10000000008001",2
"B4X8145","9F10000000008001",1
"B4X8146","1710000000008001",2
"B4X8147","BB10000000008001",2
"B4X8148","E710000000008001",2
"B4X8149","DB10000000008001",1
"B4X8150","CF10000000008001",1
"B4X8151","C510000000008001",1
"B4X8152","1230000000008001",1
"B4X8153","DC30000000008001",2
"B4X8154","3030000000008001",1
"B4X8155","C430000000008001",2
"B4X8156","F430000000008001",1
"B4X8157","FFD0000000008001",2
"B4X8158","5030000000008001",2
"B4X8159","2A30000000008001",1
"B4X8160","2430000000008001",1
"B4X8161","0030000000008001",1
"B4X8162","E830000000008001",2
"B4X8163","D030000000008001",1
"B4X8164","1830000000008001",2
"B4X8165","9710000000008001",1
"B4X8166","5C30000000008001",2
"B4X8167","7430000000008001",1
"B4X8168","9C30000000008001",1
"B4X8169","A230000000008001",1
"B4X8170","0C30000000008001",1
"B4X8171","6230000000008001",1
"B4X8172","3C30000000008001",1
"B4X8173","2E50000000008001",1
"B4X8174","E230000000008001",1
"B4X8175","B430000000008001",2
"B4X8176","3A50000000008001",1
"B4X8177","CA30000000008001",1
"B4X8178","0250000000008001",1
"B4X8179","6830000000008001",2
"B4X8180","8F10000000008001",1
"B4X8181","8A30000000008001",1
"B4X8182","C910000000008001",2
"B4X8183","5710000000008001",2
"B4X8184","5390000000008001",1
"B4X8185","FC50000000008001",2
"B4X8186","8790000000008001",2
"B4X8187","E790000000008001",1
"B4X8188","D450000000008001",2
"B4X8189","4E50000000008001",1
"B4X8190","F350000000008001",2
"B4X8191","C550000000008001",2
"B4X8192","A250000000008001",2
"B4X8193","A0B0000000008001",2
"B4X8193","7190000000008001",2
"B4X8194","BD50000000008001",1
"B4X8195","7E50000000008001",2
"B4X8196","7950000000008001",2
"B4X8197","2310000000008001",1
"B4X8198","FD10000000008001",1
"B4X8199","0E10000000008001",2
"B4X8200","6710000000008001",1
"B4X8201","27D0000000008001",2
"B4X8202","DFD0000000008001",2
"B4X8203","D7D0000000008001",1
"B4X8204","33D0000000008001",2
"B4X8205","1BD0000000008001",1
"B4X8206","FBD0000000008001",2
"B4X8207","E3D0000000008001",2
"B4X8208","F110000000008001",2
"B4X8209","9610000000008001",1
"B4X8210","5110000000008001",1
"B4X8211","C610000000008001",1
"B4X8212","BA10000000008001",2
"B4X8213","EE10000000008001",2
"B4X8214","E610000000008001",1
"B4X8215","C110000000008001",2
"B4X8216","ABD0000000008001",1
"B4X8217","2910000000008001",1
"B4X8218","6610000000008001",1
"B4X8219","F610000000008001",1
"B4X8220","8A10000000008001",1
"B4X8221","A610000000008001",2
"B4X8222","4110000000008001",2
"B4X8223","3210000000008001",2
"B4X8224","3910000000008001",1
"B4X8225","F410000000008001",1
"B4X8226","52E0000000008001",2
"B4X8227","A810000000008001",2
"B4X8228","1AE0000000008001",1
"B4X8229","9810000000008001",1
"B4X8230","32E0000000008001",1
"B4X8231","7010000000008001",2
"B4X8232","1EE0000000008001",2
"B4X8233","6AE0000000008001",1
"B4X8234","7810000000008001",2
"B4X8235","3410000000008001",2
"B4X8236","3EE0000000008001",2
"B4X8237","4410000000008001",2
"B4X8238","EC10000000008001",2
"B4X8239","2090000000008001",2
"B4X8240","B490000000008001",2
"B4X8241","5C90000000008001",2
"B4X8242","C890000000008001",1
"B4X8243","AC90000000008001",1
"B4X8244","9090000000008001",1
"B4X8245","1290000000008001",2
"B4X8246","B290000000008001",2
"B4X8247","BF10000000008001",2
"B4X8248","5090000000008001",2
"B4X8249","3C90000000008001",2
"B4X8250","DA90000000008001",2
"B4X8251","7C90000000008001",2
"B4X8252","5290000000008001",2
"B4X8253","A290000000008001",1
"B4X8254","2890000000008001",2
"B4X8255","EC90000000008001",2
"B4X8256","3A90000000008001",2
"B4X8257","0490000000008001",1
"B4X8258","CA90000000008001",1
"B4X8259","0C90000000008001",2
"B4X8260","6890000000008001",2
"B4X8261","5850000000008001",2
"B4X8262","F790000000008001",1
"B4X8263","2390000000008001",2
"B4X8264","9390000000008001",1
"B4X8265","C410000000008001",2
"B4X8266","8410000000008001",2
"B4X8267","F010000000008001",2
"B4X8268","0410000000008001",1
"B4X8269","EB90000000008001",2
"B4X8270","6810000000008001",1
"B4X8271","C010000000008001",2
"B4X8272","C810000000008001",2
"B4X8273","9850000000008001",2
"B4X8274","D850000000008001",1
"B4X8275","DC10000000008001",2
"B4X8276","EAE0000000008001",2
"B4X8277","4390000000008001",1
"B4X8278","C050000000008001",2
"B4X8279","6F90000000008001",2
"B4X8280","8A90000000008001",2
"B4X8281","9290000000008001",2
"B4X8282","1C90000000008001",2
"B4X8283","E090000000008001",2
"B4X8284","4490000000008001",2
"B4X8285","F290000000008001",2
"B4X8286","1890000000008001",2
"B4X8287","1090000000008001",1
"B4X8288","BC90000000008001",2
"B4X8289","FF10000000008001",2
"B4X8290","2290000000008001",2
"B4X8291","B890000000008001",2
"B4X8292","CC90000000008001",1
"B4X8293","2C90000000008001",2
"B4X8294","DC90000000008001",2
"B4X8295","D490000000008001",2
"B4X8296","6090000000008001",1
"B4X8297","0290000000008001",1
"B4X8298","8C90000000008001",2
"B4X8299","7890000000008001",2
"B4X8300","0090000000008001",1
"B4X8301","1FD0000000008001",1
"B4X8302","07D0000000008001",1
"B4X8303","37D0000000008001",2
"B4X8304","CBD0000000008001",1
"B4X8305","2BD0000000008001",2
"B4X8306","13D0000000008001",2
"B4X8307","FD50000000008001",1
"B4X8308","DDD0000000008001",2
"B4X8309","D3D0000000008001",2
"B4X8310","FDD0000000008001",1
"B4X8311","CDD0000000008001",1
"B4X8312","E5D0000000008001",2
"B4X8313","47D0000000008001",1
"B4X8314","6BD0000000008001",1
"B4X8315","5FD0000000008001",1
"B4X8316","53D0000000008001",2
"B4X8317","A5D0000000008001",2
"B4X8318","7DD0000000008001",1
"B4X8319","4DD0000000008001",1
"B4X8320","65D0000000008001",2
"B4X8321","9FD0000000008001",2
"B4X8322","B7D0000000008001",2
"B4X8323","87D0000000008001",1
"B4X8324","DEE0000000008001",2
"B4X8325","F6E0000000008001",1
"B4X8326","1C10000000008001",2
"B4X8327","3810000000008001",2
"B4X8328","8810000000008001",1
"B4X8329","2810000000008001",1
"B4X8330","A010000000008001",2
"B4X8331","6C10000000008001",2
"B4X8332","5010000000008001",1
"B4X8333","0EE0000000008001",1
"B4X8334","76E0000000008001",2
"B4X8335","1810000000008001",2
"B4X8336","C6E0000000008001",1
"B4X8337","B410000000008001",1
"B4X8338","24D0000000008001",2
"B4X8339","1410000000008001",1
"B4X8340","18D0000000008001",1
"B4X8341","3C10000000008001",2
"B4X8342","D2E0000000008001",1
"B4X8343","1010000000008001",1
"B4X8344","4010000000008001",2
"B4X8345","02E0000000008001",2
"B4X8346","EFE0000000008001",2
"B4X8347","6010000000008001",2
"B4X8348","D810000000008001",1
"B4X8349","9110000000008001",1
"B4X8349","58E0000000008001",1
"B4X8350","A410000000008001",1
"B4X8351","B010000000008001",1
"B4X8352","5410000000008001",2
"B4X8353","AC10000000008001",1
"B4X8354","9010000000008001",2
"B4X8355","D410000000008001",2
"B4X8356","5C10000000008001",1
"B4X8357","2C10000000008001",2
"B4X8358","E810000000008001",1
"B4X8359","7410000000008001",1
"B4X8360","B810000000008001",1
"B4X8361","0C10000000008001",1
"B4X8362","12E0000000008001",1
"B4X8363","9C10000000008001",2
"B4X8364","E010000000008001",2
"B4X8365","E4E0000000008001",1
"B4X8366","5FE0000000008001",1
"B4X8367","2010000000008001",1
"B4X8368","8010000000008001",2
"B4X8369","A4E0000000008001",1
"B4X8370","6FE0000000008001",1
"B4X8371","46E0000000008001",2
"B4X8372","0810000000008001",1
"B4X8373","3CD0000000008001",1
"B4X8374","F810000000008001",2
"B4X8375","26E0000000008001",2
"B4X8376","4810000000008001",2
"B4X8377","9410000000008001",2
"B4X8378","6490000000008001",2
"B4X8379","E490000000008001",1
"B4X8380","6A90000000008001",1
"B4X8381","5890000000008001",2
"B4X8382","4090000000008001",2
"B4X8383","0890000000008001",1
"B4X8384","4C90000000008001",1
"B4X8385","C490000000008001",1
"B4X8386","7F10000000008001",1
"B4X8387","0A90000000008001",2
"B4X8388","5490000000008001",2
"B4X8389","6290000000008001",1
"B4X8390","E890000000008001",2
"B4X8391","A090000000008001",1
"B4X8392","7290000000008001",2
"B4X8393","F490000000008001",2
"B4X8394","7490000000008001",2
"B4X8395","8490000000008001",2
"B4X8396","3490000000008001",2
"B4X8397","E050000000008001",2
"B4X8398","FB90000000008001",2
"B4X8399","9FE0000000008001",2
"B4X8400","1F90000000008001",2
"B4X8401","DA10000000008001",1
"B4X8402","F210000000008001",1
"B4X8403","7A10000000008001",2
"B4X8404","9A10000000008001",2
"B4X8405","AE10000000008001",2
"B4X8406","3A10000000008001",1
"B4X8407","0A10000000008001",2
"B4X8408","D610000000008001",2
"B4X8409","BDD0000000008001",2
"B4X8410","FE10000000008001",2
"B4X8411","FA10000000008001",1
"B4X8412","8610000000008001",2
"B4X8413","0110000000008001",1
"B4X8414","2E10000000008001",2
"B4X8415","CA10000000008001",2
"B4X8416","7E10000000008001",1
"B4X8417","A210000000008001",1
"B4X8418","7610000000008001",1
"B4X8419","5210000000008001",1
"B4X8420","BE10000000008001",1
"B4X8421","9910000000008001",1
"B4X8422","1110000000008001",2
"B4X8423","DE10000000008001",1
"B4X8424","5A10000000008001",1
"B4X8425","4A10000000008001",2
"B4X8426","8DD0000000008001",1
"B4X8427","4210000000008001",1
"B4X8428","E910000000008001",1
"B4X8429","6E10000000008001",1
"B4X8430","A910000000008001",2
"B4X8431","E210000000008001",1
"B4X8432","4610000000008001",2
"B4X8433","6210000000008001",1
"B4X8434","1610000000008001",2
"B4X8435","5E10000000008001",2
"B4X8436","B110000000008001",1
"B4X8437","3E10000000008001",2
"B4X8438","D910000000008001",1
"B4X8439","2610000000008001",2
"B4X8440","1210000000008001",2
"B4X8441","6110000000008001",1
"B4X8442","7110000000008001",1
"B4X8443","5610000000008001",2
"B4X8444","8910000000008001",1
"B4X8445","9E10000000008001",2
"B4X8446","8210000000008001",1
"B4X8447","3110000000008001",2
"B4X8448","FC10000000008001",1
"B4X8449","2210000000008001",1
"B4X8450","B210000000008001",2
"B4X8451","BC10000000008001",2
"B4X8452","6A10000000008001",1
"B4X8453","7C10000000008001",1
"B4X8454","0210000000008001",1
"B4X8455","6910000000008001",2
"B4X8456","8E10000000008001",1
"B4X8457","3610000000008001",2
"B4X8458","2110000000008001",1
"B4X8459","A310000000008001",2
"B4X8460","0310000000008001",2
"B4X8461","7310000000008001",2
"B4X8462","D310000000008001",1
"B4X8463","4710000000008001",1
"B4X8464","AD10000000008001",2
"B4X8465","BD10000000008001",2
"B4X8466","6B10000000008001",1
"B4X8467","F310000000008001",1
"B4X8468","3F10000000008001",1
"B4X8469","9510000000008001",1
"B4X8470","3D10000000008001",1
"B4X8471","4F10000000008001",1
"B4X8472","5510000000008001",2
"B4X8473","CD10000000008001",2
"B4X8474","F510000000008001",1
"B4X8475","5B10000000008001",2
"B4X8476","AF10000000008001",2
"B4X8477","1510000000008001",2
"B4X8478","3510000000008001",1
"B4X8479","8B90000000008001",1
"B4X8480","7050000000008001",2
"B4X8481","A850000000008001",2
"B4X8482","3390000000008001",1
"B4X8483","9050000000008001",1
"B4X8484","7D90000000008001",1
"B4X8485","D790000000008001",2
"B4X8486","5B90000000008001",1
"B4X8487","8F90000000008001",1
"B4X8488","8390000000008001",1
"B4X8489","9F90000000008001",2
"B4X8490","EF90000000008001",2
"B4X8491","C390000000008001",2
"B4X8492","8050000000008001",2
"B4X8493","0B10000000008001",1
"B4X8494","1F10000000008001",1
"B4X8495","3B90000000008001",1
"B4X8496","3F90000000008001",1
"B4X8497","0850000000008001",2
"B4X8498","1390000000008001",2
"B4X8499","0E50000000008001",2
"B4X8500","5450000000008001",1
"B4X8501","9C90000000008001",2
"B4X8502","0510000000008001",2
"B4X8503","6310000000008001",1
"B4X8504","B510000000008001",2
"B4X8505","DD10000000008001",2
"B4X8506","9B10000000008001",2
"B4X8507","7510000000008001",1
"B4X8508","3710000000008001",1
"B4X8509","8510000000008001",2
"B4X8510","AB10000000008001",2
"B4X8511","2F10000000008001",2
"B4X8512","2B10000000008001",2
"B4X8513","8310000000008001",1
"B4X8514","3B10000000008001",2
"B4X8515","C310000000008001",2
"B4X8516","A710000000008001",2
"B4X8517","4310000000008001",1
"B4X8518","2710000000008001",1
"B4X8519","D510000000008001",1
"B4X8520","6510000000008001",2
"B4X8521","F990000000008001",1
"B4X8522","3290000000008001",1
"B4X8523","F090000000008001",1
"B4X8524","C090000000008001",1
"B4X8525","D290000000008001",2
"B4X8526","6C90000000008001",2
"B4X8527","4A90000000008001",1
"B4X8528","B090000000008001",2
"B4X8529","9890000000008001",1
"B4X8530","A890000000008001",1
"B4X8531","1490000000008001",2
"B4X8532","8090000000008001",1
"B4X8533","8990000000008001",2
"B4X8534","D090000000008001",1
"B4X8535","5D90000000008001",1
"B4X8536","9E90000000008001",1
"B4X8537","CD90000000008001",2
"B4X8538","2590000000008001",1
"B4X8539","2D90000000008001",1
"B4X8540","3890000000008001",1
"B4X8541","9190000000008001",2
"B4X8542","3990000000008001",1
"B4X8543","3D90000000008001",1
"B4X8544","7090000000008001",2
"B4X8545","3690000000008001",2
"B4X8546","4990000000008001",1
"B4X8547","9A90000000008001",2
"B4X8548","4590000000008001",1
"B4X8549","9990000000008001",2
"B4X8550","5990000000008001",1
"B4X8551","4E90000000008001",2
"B4X8552","8590000000008001",2
"B4X8553","E590000000008001",1
"B4X8554","C990000000008001",2
"B4X8555","D590000000008001",2
"B4X8556","5590000000008001",1
"B4X8557","7590000000008001",2
"B4X8558","6E90000000008001",2
"B4X8559","A190000000008001",1
"B4X8560","D990000000008001",1
"B4X8561","0E90000000008001",1
"B4X8562","F890000000008001",2
"B4X8563","BE90000000008001",2
"B4X8564","1D90000000008001",1
"B4X8565","2490000000008001",1
"B4X8566","4350000000008001",1
"B4X8567","8550000000008001",1
"B4X8568","5150000000008001",2
"B4X8569","3090000000008001",1
"B4X8570","30F0000000008001",2
"B4X8570","8150000000008001",2
"B4X8571","D350000000008001",2
"B4X8572","2350000000008001",2
"B4X8573","D890000000008001",2
"B4X8574","AD50000000008001",1
"B4X8575","5D50000000008001",2
"B4X8576","9D50000000008001",1
"B4X8577","B950000000008001",1
"B4X8578","3B50000000008001",2
"B4X8579","9B50000000008001",1
"B4X8580","0950000000008001",1
"B4X8581","C350000000008001",2
"B4X8582","A150000000008001",2
"B4X8583","2550000000008001",2
"B4X8584","9A50000000008001",1
"B4X8585","9550000000008001",1
"B4X8586","0550000000008001",1
"B4X8587","9950000000008001",1
"B4X8588","E150000000008001",2
"B4X8589","3550000000008001",2
"B4X8590","4B50000000008001",2
"B4X8591","CD50000000008001",2
"B4X8592","8850000000008001",2
"B4X8593","BF90000000008001",1
"B4X8594","F950000000008001",2
"B4X8595","FE50000000008001",2
"B4X8596","1D50000000008001",2
"B4X8597","7790000000008001",2
"B4X8598","5950000000008001",2
"B4X8599","D950000000008001",2
"B4X8600","9350000000008001",2
"B4X8601","7EB0000000008001",2
"B4X8602","35B0000000008001",2
"B4X8603","7DB0000000008001",2
"B4X8604","EDB0000000008001",2
"B4X8605","53B0000000008001",1
"B4X8606","73B0000000008001",2
"B4X8607","B3B0000000008001",1
"B4X8608","8DB0000000008001",1
"B4X8609","BEB0000000008001",2
"B4X8610","99B0000000008001",2
"B4X8611","3DB0000000008001",1
"B4X8612","DBB0000000008001",2
"B4X8613","ABB0000000008001",1
"B4X8614","2DB0000000008001",1
"B4X8615","F5B0000000008001",2
"B4X8616","A3B0000000008001",2
"B4X8617","21B0000000008001",2
"B4X8618","FDB0000000008001",2
"B4X8619","A9B0000000008001",1
"B4X8620","83B0000000008001",2
"B4X8621","CDB0000000008001",2
"B4X8622","39B0000000008001",1
"B4X8623","79B0000000008001",2
"B4X8624","E1B0000000008001",1
"B4X8625","03B0000000008001",1
"B4X8626","5DB0000000008001",1
"B4X8627","05B0000000008001",1
"B4X8628","81B0000000008001",2
"B4X8629","49B0000000008001",1
"B4X8630","01B0000000008001",2
"B4X8631","4DB0000000008001",1
"B4X8632","89B0000000008001",2
"B4X8633","93B0000000008001",2
"B4X8634","25B0000000008001",1
"B4X8635","F3B0000000008001",2
"B4X8636","6BB0000000008001",1
"B4X8637","EBB0000000008001",2
"B4X8638","D5B0000000008001",2
"B4X8639","CBB0000000008001",1
"B4X8640","61B0000000008001",2
"B4X8641","6DB0000000008001",2
"B4X8642","9BB0000000008001",2
"B4X8643","E5B0000000008001",1
"B4X8644","C3B0000000008001",1
"B4X8645","4BB0000000008001",2
"B4X8646","65B0000000008001",2
"B4X8647","C9B0000000008001",1
"B4X8648","91B0000000008001",1
"B4X8649","23B0000000008001",2
"B4X8650","2BB0000000008001",2
"B4X8651","C1B0000000008001",2
"B4X8652","41B0000000008001",2
"B4X8653","59B0000000008001",1
"B4X8654","ADB0000000008001",1
"B4X8655","B5B0000000008001",1
"B4X8656","B1B0000000008001",2
"B4X8657","43B0000000008001",1
"B4X8658","1DB0000000008001",2
"B4X8659","11B0000000008001",2
"B4X8660","51B0000000008001",1
"B4X8661","45B0000000008001",1
"B4X8662","F9B0000000008001",1
"B4X8663","E3B0000000008001",1
"B4X8664","5BB0000000008001",1
"B4X8665","A5B0000000008001",2
"B4X8666","95B0000000008001",2
"B4X8667","13B0000000008001",2
"B4X8668","8BB0000000008001",1
"B4X8669","75B0000000008001",1
"B4X8670","E9B0000000008001",2
"B4X8671","71B0000000008001",2
"B4X8672","DDB0000000008001",1
"B4X8673","BDB0000000008001",2
"B4X8674","B9B0000000008001",2
"B4X8675","D1B0000000008001",1
"B4X8676","1BB0000000008001",2
"B4X8677","29B0000000008001",1
"B4X8678","D3B0000000008001",1
"B4X8679","69B0000000008001",2
"B4X8680","55B0000000008001",2
"B4X8681","09B0000000008001",2
"B4X8682","3BB0000000008001",2
"B4X8683","FEB0000000008001",1
"B4X8684","15B0000000008001",1
"B4X8685","A1B0000000008001",1
"B4X8686","48F0000000008001",1
"B4X8687","DAF0000000008001",1
"B4X8688","68F0000000008001",1
"B4X8689","ECF0000000008001",2
"B4X8690","F2F0000000008001",2
"B4X8691","9CF0000000008001",2
"B4X8692","F8F0000000008001",1
"B4X8694","32F0000000008001",1
"B4X8695","74F0000000008001",1
"B4X8696","8AF0000000008001",1
"B4X8697","02F0000000008001",1
"B4X8698","DCF0000000008001",2
"B4X8699","60F0000000008001",1
"B4X8700","52F0000000008001",1
"B4X8701","8110000000008001",1
"B4X8702","9C50000000008001",2
"B4X8703","F650000000008001",2
"B4X8704","1E50000000008001",1
"B4X8705","7650000000008001",1
"B4X8706","5250000000008001",1
"B4X8707","ED10000000008001",2
"B4X8708","5C50000000008001",1
"B4X8709","7390000000008001",1
"B4X8710","FA50000000008001",1
"B4X8711","BC50000000008001",1
"B4X8712","7A50000000008001",2
"B4X8713","EE50000000008001",1
"B4X8714","C650000000008001",1
"B4X8715","7250000000008001",2
"B4X8716","7B90000000008001",2
"B4X8717","FF90000000008001",1
"B4X8718","EA50000000008001",1
"B4X8719","8650000000008001",2
"B4X8720","D250000000008001",1
"B4X8721","3C50000000008001",1
"B4X8722","9450000000008001",2
"B4X8723","DB90000000008001",1
"B4X8724","1B90000000008001",2
"B4X8725","AC50000000008001",2
"B4X8726","6450000000008001",2
"B4X8727","A390000000008001",2
"B4X8728","9B90000000008001",2
"B4X8729","2650000000008001",1
"B4X8730","5E50000000008001",2
"B4X8731","B250000000008001",2
"B4X8732","2A50000000008001",2
"B4X8733","A050000000008001",2
"B4X8734","DE50000000008001",2
"B4X8735","1650000000008001",2
"B4X8736","2C50000000008001",2
"B4X8737","4F90000000008001",2
"B4X8738","6A50000000008001",1
"B4X8739","7C50000000008001",1
"B4X8740","3310000000008001",1
"B4X8741","AA10000000008001",1
"B4X8742","DC50000000008001",2
"B4X8743","D050000000008001",1
"B4X8744","1B10000000008001",1
"B4X8745","B610000000008001",2
"B4X8746","4E10000000008001",2
"B4X8747","2250000000008001",1
"B4X8748","CE50000000008001",1
"B4X8749","4D10000000008001",1
"B4X8750","E250000000008001",2
"B4X8751","EC50000000008001",2
"B4X8752","2A10000000008001",2
"B4X8753","B450000000008001",1
"B4X8754","4650000000008001",1
"B4X8755","0910000000008001",2
"B4X8756","0D10000000008001",1
"B4X8757","7450000000008001",1
"B4X8758","A450000000008001",1
"B4X8759","4510000000008001",2
"B4X8760","4250000000008001",1
"B4X8761","B650000000008001",1
"B4X8762","C150000000008001",1
"B4X8763","2950000000008001",1
"B4X8764","8450000000008001",1
"B4X8765","1450000000008001",2
"B4X8766","D150000000008001",1
"B4X8767","1550000000008001",1
"B4X8768","E550000000008001",2
"B4X8769","B150000000008001",1
"B4X8770","AB50000000008001",2
"B4X8771","B350000000008001",1
"B4X8772","4450000000008001",1
"B4X8773","1150000000008001",2
"B4X8774","0390000000008001",1
"B4X8775","0050000000008001",1
"B4X8776","A550000000008001",1
"B4X8777","ED50000000008001",2
"B4X8778","6850000000008001",2
"B4X8779","6D50000000008001",2
"B4X8780","DA50000000008001",2
"B4X8781","2150000000008001",2
"B4X8782","3790000000008001",1
"B4X8783","4150000000008001",2
"B4X8784","6950000000008001",2
"B4X8785","4850000000008001",2
"B4X8786","1350000000008001",1
"B4X8787","5B50000000008001",2
"B4X8788","9250000000008001",1
"B4X8789","2790000000008001",2
"B4X8790","F450000000008001",2
"B4X8791","C850000000008001",2
"B4X8792","C950000000008001",2
"B4X8793","F390000000008001",1
"B4X8794","0450000000008001",2
"B4X8795","B850000000008001",1
"B4X8796","9650000000008001",1
"B4X8797","BA50000000008001",1
"B4X8798","AE50000000008001",1
"B4X8799","2450000000008001",2
"B4X8800","F830000000008001",2
"B4X8800","F250000000008001",2
"B4X8801","2D50000000008001",1
"B4X8802","5050000000008001",1
"B4X8803","D210000000008001",1
"B4X8804","C450000000008001",1
"B4X8805","F550000000008001",2
"B4X8806","7990000000008001",2
"B4X8807","E390000000008001",2
"B4X8808","E350000000008001",1
"B4X8809","F850000000008001",1
"B4X8810","1A50000000008001",1
"B4X8811","1950000000008001",2
"B4X8812","DD90000000008001",2
"B4X8813","7850000000008001",1
"B4X8814","3230000000008001",1
"B4X8815","2B90000000008001",1
"B4X8816","0350000000008001",1
"B4X8817","3850000000008001",2
"B4X8817","7D30000000008001",2
"B4X8818","8230000000008001",2
"B4X8819","4230000000008001",1
"B4X8820","B830000000008001",1
"B4X8821","4830000000008001",2
"B4X8822","9E50000000008001",1
"B4X8823","1030000000008001",2
"B4X8824","C690000000008001",NA
"B4X8825","8250000000008001",2
"B4X8826","AF90000000008001",2
"B4X8826","E0B0000000008001",2
"B4X8827","3950000000008001",1
"B4X8828","FA90000000008001",2
"B4X8829","0A50000000008001",1
"B4X8830","B910000000008001",1
"B4X8831","9A30000000008001",2
"B4X8832","0830000000008001",2
"B4X8833","3830000000008001",2
"B4X8834","2830000000008001",1
"B4X8835","2C30000000008001",1
"B4X8836","7350000000008001",2
"B4X8837","E110000000008001",2
"B4X8838","6B50000000008001",2
"B4X8839","8830000000008001",2
"B4X8840","BD90000000008001",1
"B4X8841","C830000000008001",2
"B4X8842","5A30000000008001",2
"B4X8843","D430000000008001",2
"B4X8844","E030000000008001",1
"B4X8845","1430000000008001",NA
"B4X8846","0A30000000008001",1
"B4X8847","0430000000008001",2
"B4X8848","AC30000000008001",2
"B4X8849","EC30000000008001",1
"B4X8850","5430000000008001",2
"B4X8851","BE50000000008001",2
"B4X8852","6C30000000008001",2
"B4X8853","AA50000000008001",1
"B4X8854","3430000000008001",1
"B4X8855","0B50000000008001",1
"B4X8856","6030000000008001",1
"B4X8857","7830000000008001",1
"B4X8858","3A30000000008001",2
"B4X8859","1C30000000008001",1
"B4X8860","2230000000008001",1
"B4X8861","E510000000008001",2
"B4X8862","0FB0000000008001",1
"B4X8863","6870000000008001",2
"B4X8864","DC70000000008001",1
"B4X8865","A870000000008001",1
"B4X8866","5C70000000008001",2
"B4X8867","1C70000000008001",2
"B4X8868","F070000000008001",1
"B4X8869","3FB0000000008001",1
"B4X8870","EC70000000008001",2
"B4X8871","97B0000000008001",2
"B4X8872","4470000000008001",1
"B4X8873","9C70000000008001",2
"B4X8874","AC70000000008001",1
"B4X8875","CC70000000008001",2
"B4X8876","8470000000008001",2
"B4X8877","B470000000008001",1
"B4X8878","A070000000008001",1
"B4X8879","3870000000008001",2
"B4X8880","07B0000000008001",2
"B4X8881","1870000000008001",2
"B4X8882","EFB0000000008001",2
"B4X8883","C070000000008001",1
"B4X8884","D870000000008001",1
"B4X8885","D470000000008001",2
"B4X8886","9FB0000000008001",1
"B4X8887","6C70000000008001",1
"B4X8888","5870000000008001",2
"B4X8889","DFB0000000008001",1
"B4X8890","4FB0000000008001",1
"B4X8891","BCF0000000008001",2
"B4X8892","B970000000008001",1
"B4X8893","8B50000000008001",1
"B4X8894","C570000000008001",2
"B4X8895","A4F0000000008001",2
"B4X8896","CB70000000008001",2
"B4X8897","7970000000008001",2
"B4X8898","2F70000000008001",1
"B4X8899","B2F0000000008001",2
"B4X8900","6CF0000000008001",1
"B4X8901","C230000000008001",2
"B4X8902","B730000000008001",2
"B4X8903","9F30000000008001",2
"B4X8904","AB30000000008001",2
"B4X8905","8730000000008001",1
"B4X8906","88B0000000008001",2
"B4X8907","BD30000000008001",2
"B4X8908","9330000000008001",2
"B4X8908","AAB0000000008001",2
"B4X8909","5330000000008001",1
"B4X8910","6B30000000008001",2
"B4X8911","5F30000000008001",1
"B4X8912","7730000000008001",2
"B4X8913","4730000000008001",2
"B4X8914","C8B0000000008001",2
"B4X8915","48B0000000008001",1
"B4X8916","12B0000000008001",2
"B4X8917","A8B0000000008001",2
"B4X8918","28B0000000008001",1
"B4X8919","E730000000008001",1
"B4X8920","FD30000000008001",1
"B4X8921","7F30000000008001",1
"B4X8922","F730000000008001",2
"B4X8923","BF30000000008001",1
"B4X8924","9B30000000008001",1
"B4X8925","1B30000000008001",2
"B4X8926","8330000000008001",2
"B4X8927","30B0000000008001",1
"B4X8928","70B0000000008001",2
"B4X8929","D330000000008001",2
"B4X8930","2F30000000008001",2
"B4X8931","3F30000000008001",2
"B4X8932","18B0000000008001",1
"B4X8933","C330000000008001",2
"B4X8934","5B30000000008001",1
"B4X8935","4330000000008001",2
"B4X8936","B330000000008001",1
"B4X8937","A330000000008001",1
"B4X8938","80B0000000008001",1
"B4X8939","6F30000000008001",2
"B4X8940","FF30000000008001",1
"B4X8941","EB30000000008001",1
"B4X8942","DF30000000008001",2
"B4X8943","9730000000008001",2
"B4X8944","B0B0000000008001",1
"B4X8945","CF30000000008001",2
"B4X8946","8F30000000008001",1
"B4X8947","D0B0000000008001",1
"B4X8948","C0B0000000008001",2
"B4X8949","4E70000000008001",2
"B4X8950","38B0000000008001",2
"B4X8951","6970000000008001",1
"B4X8952","08B0000000008001",2
"B4X8953","0B30000000008001",1
"B5A9001","D9B0000000008001",2
"B5A9002","33B0000000008001",2
"B5A9003","0DB0000000008001",1
"B5A9004","85B0000000008001",1
"B5A9005","9DB0000000008001",1
"B5A9006","31B0000000008001",1
"B5A9007","F1B0000000008001",1
"B5A9008","63B0000000008001",1
"B5A9009","19B0000000008001",2
"B5A9010","A930000000008001",2
"B5A9011","6930000000008001",1
"B5A9012","8530000000008001",1
"B5A9013","F530000000008001",1
"B5A9014","6D30000000008001",1
"B5A9015","B530000000008001",2
"B5A9016","7130000000008001",2
"B5A9017","E130000000008001",1
"B5A9018","C930000000008001",1
"B5A9019","D130000000008001",1
"B5A9020","7E30000000008001",2
"B5A9021","5530000000008001",2
"B5A9022","3E30000000008001",2
